Title20;ISO_ABBREV;TITLE;ISSN
INT J AD HOC UBIQ CO;Int. J. Ad Hoc Ubiquitous Comput.;International Journal of Ad Hoc and Ubiquitous Computing;1743-8225
INT J AEROACOUST;Int. J. Aeroacoust.;International Journal of Aeroacoustics;1475-472X
J MANUF SYST;J. Manuf. Syst.;JOURNAL OF MANUFACTURING SYSTEMS;0278-6125
J MAR BIOL ASSOC UK;J. Mar. Biol. Assoc. U.K.;JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM;0025-3154
J MAR SCI TECH-JAPAN;J. Mar. Sci. Technol.;JOURNAL OF MARINE SCIENCE AND TECHNOLOGY;0948-4280
J MATER CHEM C;J. Mater. Chem. C;Journal of Materials Chemistry C;2050-7526
J MATER CYCLES WASTE;J. Mater. Cycles Waste Manag.;Journal of Material Cycles and Waste Management;1438-4957
J MATER RES TECHNOL;J. Mater. Res. Technol-JMRT;Journal of Materials Research and Technology-JMR&T;2238-7854
J MATER SCI;J. Mater. Sci.;JOURNAL OF MATERIALS SCIENCE;0022-2461
J MATER SCI-MATER EL;J. Mater. Sci.-Mater. Electron.;JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS;0957-4522
J MATER SCI-MATER EL;J. Mater. Sci.-Mater. Electron.;JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS;0957-4522
J MATER SCI-MATER M;J. Mater. Sci.-Mater. Med.;JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE;0957-4530
J MATH PURE APPL;J. Math. Pures Appl.;JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES;0021-7824
J MED CHEM;J. Med. Chem.;JOURNAL OF MEDICINAL CHEMISTRY;0022-2623
J MED ECON;J. Med. Econ.;JOURNAL OF MEDICAL ECONOMICS;1369-6998
EPJ DATA SCI;EPJ Data Sci.;EPJ Data Science;2193-1127
EPJ QUANTUM TECHNOL;EPJ Quantum Technol.;EPJ Quantum Technology;2196-0763
EST J EARTH SCI;Est. J. Earth Sci.;Estonian Journal of Earth Sciences;1736-4728
ETHNIC HEALTH;Ethn. Health;ETHNICITY & HEALTH;1355-7858
EUR ADDICT RES;Eur. Addict. Res.;EUROPEAN ADDICTION RESEARCH;1022-6877
EUR ARCH PSY CLIN N;Eur. Arch. Psych. Clin. Neurosci.;EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE;0940-1334
EUR ARCH PSY CLIN N;Eur. Arch. Psych. Clin. Neurosci.;EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE;0940-1334
EUR CYTOKINE NETW;Eur. Cytokine Netw.;EUROPEAN CYTOKINE NETWORK;1148-5493
EUR HEART J-CARD IMG;Eur. Heart J.-Cardiovasc. Imaging;European Heart Journal-Cardiovascular Imaging;2047-2404
EUR J APPL MATH;Eur. J. Appl. Math.;EUROPEAN JOURNAL OF APPLIED MATHEMATICS;0956-7925
EUR J CANCER CARE;Eur. J. Cancer Care;EUROPEAN JOURNAL OF CANCER CARE;0961-5423
EUR J CARDIO-THORAC;Eur. J. Cardio-Thorac. Surg.;EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY;1010-7940
EUR J CARDIOVASC NUR;Eur. J. Cardiovasc. Nurs.;European Journal of Cardiovascular Nursing;1474-5151
EUR J ENDOCRINOL;Eur. J. Endocrinol.;EUROPEAN JOURNAL OF ENDOCRINOLOGY;0804-4643
EUR J ENVIRON CIV EN;Eur. J. Environ. Civ. Eng.;European Journal of Environmental and Civil Engineering;1964-8189
EUR J ENVIRON CIV EN;Eur. J. Environ. Civ. Eng.;European Journal of Environmental and Civil Engineering;1964-8189
JSLS-J SOC LAPAROEND;JSLS-J. Soc. Laparoendosc. Surg.;JSLS-Journal of the Society of Laparoendoscopic Surgeons;1086-8089
KAFKAS UNIV VET FAK;Kafkas Univ. Vet. Fak. Derg.;Kafkas Universitesi Veteriner Fakultesi Dergisi;1300-6045
KIDNEY INT SUPPL;Kidney Int. Suppl.;Kidney International Supplements;2157-1716
KINET RELAT MOD;Kinet. Relat. Mod.;Kinetic and Related Models;1937-5093
KLIN NEUROPHYSIOL;Klin. Neurophysiol.;KLINISCHE NEUROPHYSIOLOGIE;1434-0275
KLIN NEUROPHYSIOL;Klin. Neurophysiol.;KLINISCHE NEUROPHYSIOLOGIE;1434-0275
KLIN PADIATR;Klinische Padiatr.;KLINISCHE PADIATRIE;0300-8630
KNEE;Knee;KNEE;0968-0160
KNEE SURG SPORT TR A;Knee Surg. Sports Traumatol. Arthrosc.;KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY;0942-2056
KNOWL MANAG AQUAT EC;Knowl. Manag. Aquat. Ecosyst.;Knowledge and Management of Aquatic Ecosystems;1961-9502
KNOWL MANAG AQUAT EC;Knowl. Manag. Aquat. Ecosyst.;Knowledge and Management of Aquatic Ecosystems;1961-9502
KONA POWDER PART J;KONA Powder Part. J.;KONA Powder and Particle Journal;0288-4534
CELL CHEM BIOL;Cell Chem. Biol.;Cell Chemical Biology;2451-9448
CELL COMMUN ADHES;Cell Commun. Adhes.;CELL COMMUNICATION AND ADHESION;1541-9061
CELL DISCOV;Cell Discov.;Cell Discovery;2056-5968
CELL J;Cell J.;Cell Journal;2228-5806
CELL MOL NEUROBIOL;Cell. Mol. Neurobiol.;CELLULAR AND MOLECULAR NEUROBIOLOGY;0272-4340
CELL MOL NEUROBIOL;Cell. Mol. Neurobiol.;CELLULAR AND MOLECULAR NEUROBIOLOGY;0272-4340
CELL RES;Cell Res.;CELL RESEARCH;1001-0602
CELL TRANSPLANT;Cell Transplant.;CELL TRANSPLANTATION;0963-6897
CELLULOSE;Cellulose;CELLULOSE;0969-0239
CENT EUR J ENERG MAT;Cent. Eur. J. Energ. Mater.;Central European Journal of Energetic Materials;1733-7178
CENT EUR J PUBL HEAL;Cent. Eur. J. Public Health;Central European Journal of Public Health;1210-7778
CEPHALALGIA;Cephalalgia;CEPHALALGIA;0333-1024
CERAM-SILIKATY;Ceram.-Silik.;CERAMICS-SILIKATY;0862-5468
CEREBROVASC DIS;Cerebrovasc. Dis.;CEREBROVASCULAR DISEASES;1015-9770
CHAOS SOLITON FRACT;Chaos Solitons Fractals;CHAOS SOLITONS & FRACTALS;0960-0779
CHEM BIOCHEM ENG Q;Chem. Biochem. Eng. Q.;CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY;0352-9568
CHEM BIODIVERS;Chem. Biodivers.;CHEMISTRY & BIODIVERSITY;1612-1872
REV IBEROAM MICOL;Rev. Iberoam. Micol.;REVISTA IBEROAMERICANA DE MICOLOGIA;1130-1406
REV MEX ASTRON ASTR;Rev. Mex. Astron. Astrofis.;REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA;0185-1101
REV MEX CIENC PECU;Rev. Mex. Cienc. Pecu.;Revista Mexicana de Ciencias Pecuarias;2007-1124
REV PNEUMOL CLIN;Rev. Pneumol. Clin.;Revue de Pneumologie Clinique;0761-8417
REV ROM MATER;Rev. Rom. Mat.;Revista Romana de Materiale-Romanian Journal of Materials;1583-3186
REV SAUDE PUBL;Rev. Saude Publica;REVISTA DE SAUDE PUBLICA;0034-8910
RHEUMATOL INT;Rheumatol. Int.;RHEUMATOLOGY INTERNATIONAL;0172-8172
RIV ITAL PALEONTOL S;Riv. Ital. Paleontol. Stratigr.;RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA;0035-6883
ROAD MATER PAVEMENT;Road Mater. Pavement Des.;Road Materials and Pavement Design;1468-0629
ROBOT CIM-INT MANUF;Robot. Comput.-Integr. Manuf.;ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING;0736-5845
ROCZ OCHR SR;Rocz. Ochr. Sr.;Rocznik Ochrona Srodowiska;1506-218X
MECH BASED DES STRUC;Mech. Based Des. Struct. Mech.;MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES;1539-7734
MECH DEVELOP;Mech. Dev.;MECHANISMS OF DEVELOPMENT;0925-4773
MECH SYST SIGNAL PR;Mech. Syst. Signal Proc.;MECHANICAL SYSTEMS AND SIGNAL PROCESSING;0888-3270
MECH TIME-DEPEND MAT;Mech. Time-Depend. Mater.;MECHANICS OF TIME-DEPENDENT MATERIALS;1385-2000
MECHATRONICS;Mechatronics;MECHATRONICS;0957-4158
MECHATRONICS;Mechatronics;MECHATRONICS;0957-4158
EARTHQ ENG STRUCT D;Earthq. Eng. Struct. Dyn.;EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS;0098-8847
ECOHYDROL HYDROBIOL;Ecohydrol. Hydrobiol.;ECOHYDROLOGY & HYDROBIOLOGY;1642-3593
ECOL ECON;Ecol. Econ.;ECOLOGICAL ECONOMICS;0921-8009
ECOL ENG;Ecol. Eng.;ECOLOGICAL ENGINEERING;0925-8574
ECOL EVOL;Ecol. Evol.;Ecology and Evolution;2045-7758
ECON BOT;Econ. Bot.;ECONOMIC BOTANY;0013-0001
INT J ANTENN PROPAG;Int. J. Antennas Propag.;International Journal of Antennas and Propagation;1687-5869
INT J ANTIMICROB AG;Int. J. Antimicrob. Agents;INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS;0924-8579
INT J ARTIF INTELL T;Int. J. Artif. Intell. Tools;International Journal on Artificial Intelligence Tools;0218-2130
INT J AUDIOL;Int. J. Audiol.;INTERNATIONAL JOURNAL OF AUDIOLOGY;1499-2027
INT J BEHAV NUTR PHY;Int. J. Behav. Nutr. Phys. Act.;International Journal of Behavioral Nutrition and Physical Activity;1479-5868
INT J BIO-INSPIR COM;Int. J. Bio-Inspired Comput..;International Journal of Bio-Inspired Computation;1758-0366
INT J BIOL MACROMOL;Int. J. Biol. Macromol.;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;0141-8130
INT J BIOMETEOROL;Int. J. Biometeorol.;INTERNATIONAL JOURNAL OF BIOMETEOROLOGY;0020-7128
INT J CLIMATOL;Int. J. Climatol.;INTERNATIONAL JOURNAL OF CLIMATOLOGY;0899-8418
INT J CLIN EXP PATHO;Int. J. Clin. Exp. Pathol.;International Journal of Clinical and Experimental Pathology;1936-2625
INT J CLIN PHARM TH;Int. J. Clin. Pharmacol. Ther.;INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS;0946-1965
MED BIOL ENG COMPUT;Med. Biol. Eng. Comput.;MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING;0140-0118
MED CARE;Med. Care;MEDICAL CARE;0025-7079
MED EDUC;Med. Educ.;MEDICAL EDUCATION;0308-0110
MED HIST;Med. Hist.;MEDICAL HISTORY;0025-7273
MED IMAGE ANAL;Med. Image Anal.;MEDICAL IMAGE ANALYSIS;1361-8415
MED MALADIES INFECT;Med. Mal. Infect.;MEDECINE ET MALADIES INFECTIEUSES;0399-077X
MED MICROBIOL IMMUN;Med. Microbiol. Immunol.;MEDICAL MICROBIOLOGY AND IMMUNOLOGY;0300-8584
MED NUCL;Med. Nucl.-Imag. Fonct. Metab.;Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique;0928-1258
MED ONCOL;Med. Oncol.;MEDICAL ONCOLOGY;1357-0560
MED RES REV;Med. Res. Rev.;MEDICINAL RESEARCH REVIEWS;0198-6325
MEDICINE;Medicine (Baltimore);MEDICINE;0025-7974
MEDITERR J HEMATOL I;Med. J. Hematol. Infect. Dis.;Mediterranean Journal of Hematology and Infectious Diseases;2035-3006
MEDITERR J MATH;Mediterr. J. Math.;Mediterranean Journal of Mathematics;1660-5446
MEMET COMPUT;Memet. Comput.;Memetic Computing;1865-9284
MENOPAUSE;Menopause-J. N. Am. Menopause Soc.;MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY;1072-3714
MET MATER INT;Met. Mater.-Int.;METALS AND MATERIALS INTERNATIONAL;1598-9623
METAB SYNDR RELAT D;Metab. Syndr. Relat. Disord.;Metabolic Syndrome and Related Disorders;1540-4196
METABOLISM;Metab.-Clin. Exp.;METABOLISM-CLINICAL AND EXPERIMENTAL;0026-0495
METALL MATER TRANS A;Metall. Mater. Trans. A-Phys. Metall. Mater. Sci.;METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE;1073-5623
METEOROL ATMOS PHYS;Meteorol. Atmos. Phys.;METEOROLOGY AND ATMOSPHERIC PHYSICS;0177-7971
MICROB ECOL;Microb. Ecol.;MICROBIAL ECOLOGY;0095-3628
MICROB ECOL;Microb. Ecol.;MICROBIAL ECOLOGY;0095-3628
RUSS J ORG CHEM+;Russ. J. Organ. Chem.;RUSSIAN JOURNAL OF ORGANIC CHEMISTRY;1070-4280
INT J COMPUT FLUID D;Int. J. Comput. Fluid Dyn.;INTERNATIONAL JOURNAL OF COMPUTATIONAL FLUID DYNAMICS;1061-8562
INT J COMPUT INT SYS;Int. J. Comput. Intell. Syst.;International Journal of Computational Intelligence Systems;1875-6891
INT J COMPUT INTEG M;Int. J. Comput. Integr. Manuf.;INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING;0951-192X
INT J COMPUT VISION;Int. J. Comput. Vis.;INTERNATIONAL JOURNAL OF COMPUTER VISION;0920-5691
INT J CONTROL AUTOM;Int. J. Control  Autom. Syst.;INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS;1598-6446
INT J DOC ANAL RECOG;Int. J. Doc. Anal. Recognit.;International Journal on Document Analysis and Recognition;1433-2833
INT J ELECTRON;Int. J. Electron.;INTERNATIONAL JOURNAL OF ELECTRONICS;0020-7217
INT J ENERG RES;Int. J. Energy Res.;INTERNATIONAL JOURNAL OF ENERGY RESEARCH;0363-907X
J MOL BIOL;J. Mol. Biol.;JOURNAL OF MOLECULAR BIOLOGY;0022-2836
J MOL CELL CARDIOL;J. Mol. Cell. Cardiol.;JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY;0022-2828
J MOL ENDOCRINOL;J. Mol. Endocrinol.;JOURNAL OF MOLECULAR ENDOCRINOLOGY;0952-5041
J MOL LIQ;J. Mol. Liq.;JOURNAL OF MOLECULAR LIQUIDS;0167-7322
J MOTOR BEHAV;J. Mot. Behav.;JOURNAL OF MOTOR BEHAVIOR;0022-2895
J NANOELECTRON OPTOE;J. Nanoelectron. Optoelectron.;Journal of Nanoelectronics and Optoelectronics;1555-130X
J NANOMATER;J. Nanomater.;Journal of Nanomaterials;1687-4110
J NANOMATER;J. Nanomater.;Journal of Nanomaterials;1687-4110
J NAT MED-TOKYO;J. Nat. Med.;Journal of Natural Medicines;1340-3443
J NAT PROD;J. Nat. Prod.;JOURNAL OF NATURAL PRODUCTS;0163-3864
J NATL MED ASSOC;J. Natl. Med. Assoc.;JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION;0027-9684
J NEAR INFRARED SPEC;J. Near Infrared Spectrosc.;JOURNAL OF NEAR INFRARED SPECTROSCOPY;0967-0335
S AFR J ENOL VITIC;S. Afr. J. Enol. Vitic.;SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE;0253-939X
S AFR J GEOL;S. Afr. J. Geol.;SOUTH AFRICAN JOURNAL OF GEOLOGY;1012-0750
S AFR J HIV MED;South. Afr. J. HIV Med.;SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE;1608-9693
SAR QSAR ENVIRON RES;SAR QSAR Environ. Res.;SAR AND QSAR IN ENVIRONMENTAL RESEARCH;1062-936X
SAR QSAR ENVIRON RES;SAR QSAR Environ. Res.;SAR AND QSAR IN ENVIRONMENTAL RESEARCH;1062-936X
SCI DATA;Sci. Data;Scientific Data;2052-4463
SCI HORTIC-AMSTERDAM;Sci. Hortic.;SCIENTIA HORTICULTURAE;0304-4238
SCI MAR;Sci. Mar.;SCIENTIA MARINA;0214-8358
SCI TECHNOL ENERG MA;Sci. Technol. Energ. Mater.;Science and Technology of Energetic Materials;1347-9466
SCI TRANSL MED;Sci. Transl. Med.;Science Translational Medicine;1946-6234
SE ASIAN J TROP MED;Southeast Asian J. Trop. Med. Public Health;SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH;0125-1562
MICROELECTRON INT;Microelectron. Int.;MICROELECTRONICS INTERNATIONAL;1356-5362
MICROELECTRON RELIAB;Microelectron. Reliab.;MICROELECTRONICS RELIABILITY;0026-2714
MICROFLUID NANOFLUID;Microfluid. Nanofluid.;Microfluidics and Nanofluidics;1613-4982
MICROMACHINES-BASEL;Micromachines;Micromachines;2072-666X
J NEURODEV DISORD;J. Neurodev. Disord.;Journal of Neurodevelopmental Disorders;1866-1947
J NEURODEV DISORD;J. Neurodev. Disord.;Journal of Neurodevelopmental Disorders;1866-1947
J NEUROENG REHABIL;J. NeuroEng. Rehabil.;Journal of NeuroEngineering and Rehabilitation;1743-0003
J NEUROIMMUNOL;J. Neuroimmunol.;JOURNAL OF NEUROIMMUNOLOGY;0165-5728
J NEUROL SCI-TURK;J. Neurol. Sci.-Turk.;Journal of Neurological Sciences-Turkish;1302-1664
J NEUROL SURG PART A;J. Neurol. Surg. Part A;Journal of Neurological Surgery Part A-Central European Neurosurgery;2193-6315
J NEUROPATH EXP NEUR;J. Neuropathol. Exp. Neurol.;JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY;0022-3069
J NEUROPATH EXP NEUR;J. Neuropathol. Exp. Neurol.;JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY;0022-3069
J NEUROSCI;J. Neurosci.;JOURNAL OF NEUROSCIENCE;0270-6474
J NEUROSURG ANESTH;J. Neurosurg. Anesthesiol.;JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY;0898-4921
J NEUROSURG-SPINE;J. Neurosurg.-Spine;JOURNAL OF NEUROSURGERY-SPINE;1547-5654
J NEUROTRAUM;J. Neurotrauma;JOURNAL OF NEUROTRAUMA;0897-7151
ARCH BIOCHEM BIOPHYS;Arch. Biochem. Biophys.;ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS;0003-9861
ARCH BIOL SCI;Arch. Biol. Sci.;Archives of Biological Sciences;0354-4664
ARCH DIS CHILD-FETAL;Arch. Dis. Child.-Fetal Neonatal Ed.;Archives of Disease in Childhood-Fetal and Neonatal Edition;1359-2998
ARCH MED SCI;Arch. Med. Sci.;Archives of Medical Science;1734-1922
ARCH ORTHOP TRAUM SU;Arch. Orthop. Trauma Surg.;ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY;0936-8051
ARCH PHYSIOL BIOCHEM;Arch. Physiol. Biochem.;ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY;1381-3455
ARCHAEA;Archaea;ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL;1472-3646
ARCTIC;Arctic;ARCTIC;0004-0843
MICROPOR MESOPOR MAT;Microporous Mesoporous Mat.;MICROPOROUS AND MESOPOROUS MATERIALS;1387-1811
MICROSYST TECHNOL;Microsyst. Technol.;MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS;0946-7076
MICROWAVE J;Microw. J.;MICROWAVE JOURNAL;0192-6225
MICROWAVE J;Microw. J.;MICROWAVE JOURNAL;0192-6225
MILAN J MATH;Milan J. Math.;Milan Journal of Mathematics;1424-9286
MINER ENG;Miner. Eng.;MINERALS ENGINEERING;0892-6875
MINER METALL PROC;Miner. Metall. Process.;MINERALS & METALLURGICAL PROCESSING;0747-9182
MINER METALL PROC;Miner. Metall. Process.;MINERALS & METALLURGICAL PROCESSING;0747-9182
MINER PETROL;Mineral. Petrol.;MINERALOGY AND PETROLOGY;0930-0708
MINERVA ANESTESIOL;Minerva Anestesiol.;Minerva Anestesiologica;0375-9393
MITT KLOSTERNEUBURG;Mitt. Klosterneubg.;MITTEILUNGEN KLOSTERNEUBURG;0007-5922
MOB INF SYST;Mob. Inf. Syst.;Mobile Information Systems;1574-017X
MOD PHYS LETT A;Mod. Phys. Lett. A;MODERN PHYSICS LETTERS A;0217-7323
MOL AUTISM;Mol. Autism;Molecular Autism;2040-2392
MOL BIOSYST;Mol. Biosyst.;Molecular BioSystems;1742-206X
MOL CANCER RES;Mol. Cancer Res.;MOLECULAR CANCER RESEARCH;1541-7786
MOL CYTOGENET;Mol. Cytogenet.;Molecular Cytogenetics;1755-8166
SEIZURE-EUR J EPILEP;Seizure;SEIZURE-EUROPEAN JOURNAL OF EPILEPSY;1059-1311
SEL MATH-NEW SER;Sel. Math.-New Ser.;Selecta Mathematica-New Series;1022-1824
SEL MATH-NEW SER;Sel. Math.-New Ser.;Selecta Mathematica-New Series;1022-1824
ARK MAT;Ark. Mat.;ARKIV FOR MATEMATIK;0004-2080
ARS MATH CONTEMP;ARS Math. Contemp.;ARS Mathematica Contemporanea;1855-3966
ARTERY RES;Artery Res.;Artery Research;1872-9312
ARTIF INTELL;Artif. Intell.;ARTIFICIAL INTELLIGENCE;0004-3702
ARTIF INTELL MED;Artif. Intell. Med.;ARTIFICIAL INTELLIGENCE IN MEDICINE;0933-3657
P NATL A SCI INDIA A;Proc. Nat. Acad. Sci. India A;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES;0369-8203
P ROY SOC B-BIOL SCI;Proc. R. Soc. B-Biol. Sci.;PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;0962-8452
PAC J OPTIM;Pac. J. Optim.;Pacific Journal of Optimization;1348-9151
PAC SCI;Pac. Sci.;PACIFIC SCIENCE;0030-8870
PAC SCI;Pac. Sci.;PACIFIC SCIENCE;0030-8870
PAEDIATR PERINAT EP;Paediatr. Perinat. Epidemiol.;PAEDIATRIC AND PERINATAL EPIDEMIOLOGY;0269-5022
PAEDIATR RESPIR REV;Paediatr. Respir. Rev.;Paediatric Respiratory Reviews;1526-0542
PAIN;Pain;PAIN;0304-3959
PAIN PHYSICIAN;Pain Physician;Pain Physician;1533-3159
PAK J BOT;Pak. J. Bot.;PAKISTAN JOURNAL OF BOTANY;0556-3321
PAK J MED SCI;Pak. J. Med. Sci.;Pakistan Journal of Medical Sciences;1682-024X
PALAEOGEOGR PALAEOCL;Paleogeogr. Paleoclimatol. Paleoecol.;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;0031-0182
PALAEONTOGR ABT B;Palaeontogr. Abt. B-Palaophytol.;Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology;0375-0299
PALAIOS;Palaios;PALAIOS;0883-1351
PALZ;PalZ;PalZ;0031-0220
PAP PALAEONTOL;Pap. Palaeontol.;Papers in Palaeontology;2056-2799
PART PART SYST CHAR;Part. Part. Syst. Charact.;PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION;0934-0866
SEMICOND SCI TECH;Semicond. Sci. Technol.;SEMICONDUCTOR SCIENCE AND TECHNOLOGY;0268-1242
SEMICOND SCI TECH;Semicond. Sci. Technol.;SEMICONDUCTOR SCIENCE AND TECHNOLOGY;0268-1242
SEMIN ARTHRITIS RHEU;Semin. Arthritis Rheum.;SEMINARS IN ARTHRITIS AND RHEUMATISM;0049-0172
SEMIN CELL DEV BIOL;Semin. Cell Dev. Biol.;SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY;1084-9521
SEMIN INTERVENT RAD;Semin. Interv. Radiol.;SEMINARS IN INTERVENTIONAL RADIOLOGY;0739-9529
SEMIN ONCOL NURS;Semin. Oncol. Nurs.;Seminars in Oncology Nursing;0749-2081
SEMIN SPEECH LANG;Semin. Speech Lang.;SEMINARS IN SPEECH AND LANGUAGE;0734-0478
SEMIN ULTRASOUND CT;Semin. Ultrasound CT MRI;SEMINARS IN ULTRASOUND CT AND MRI;0887-2171
SEMIN-CIENC AGRAR;Semin.-Cienc. Agrar.;Semina-Ciencias Agrarias;1676-546X
SEQUENTIAL ANAL;Seq. Anal.;Sequential Analysis-Design Methods and Applications;0747-4946
SHOCK;Shock;SHOCK;1073-2322
SIAM J IMAGING SCI;SIAM J. Imaging Sci.;SIAM Journal on Imaging Sciences;1936-4954
SIAM J MATRIX ANAL A;SIAM J. Matrix Anal. Appl.;SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS;0895-4798
SIAM J NUMER ANAL;SIAM J. Numer. Anal.;SIAM JOURNAL ON NUMERICAL ANALYSIS;0036-1429
SIAM-ASA J UNCERTAIN;SIAM-ASA J. Uncertain. Quantif.;SIAM-ASA Journal on Uncertainty Quantification;2166-2525
SILVA FENN;Silva. Fenn.;SILVA FENNICA;0037-5330
SIMUL HEALTHC;Simul. Healthc.;Simulation in Healthcare-Journal of the Society for Simulation in Healthcare;1559-2332
SIMUL-T SOC MOD SIM;Simul.-Trans. Soc. Model. Simul. Int.;SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL;0037-5497
SKIN PHARMACOL PHYS;Skin Pharmacol. Physiol.;SKIN PHARMACOLOGY AND PHYSIOLOGY;1660-5527
SLAS DISCOV;SLAS Discov.;SLAS Discovery;2472-5552
SMALL;Small;Small;1613-6810
MOL IMAGING;Mol. Imaging;Molecular Imaging;1536-0121
MOL NUTR FOOD RES;Mol. Nutr. Food Res.;MOLECULAR NUTRITION & FOOD RESEARCH;1613-4125
PATHOG GLOB HEALTH;Pathog. Glob. Health;Pathogens and Global Health;2047-7724
PEDIAT ALLER IMM PUL;Pediatr. Allergy Immunol. Pulmonol.;Pediatric Allergy Immunology and Pulmonology;2151-321X
PEDIATR BLOOD CANCER;Pediatr. Blood Cancer;PEDIATRIC BLOOD & CANCER;1545-5009
PEDIATR DRUGS;Pediatr. Drugs;PEDIATRIC DRUGS;1174-5878
PEDIATR RHEUMATOL;Pediatr. Rheumatol.;Pediatric Rheumatology;1546-0096
TWIN RES HUM GENET;Twin Res. Hum. Genet.;Twin Research and Human Genetics;1832-4274
UROLOGE;Urologe;UROLOGE;0340-2592
UROLOGY;Urology;UROLOGY;0090-4295
VACCINE;Vaccine;VACCINE;0264-410X
MOL PSYCHIATR;Mol. Psychiatr.;MOLECULAR PSYCHIATRY;1359-4184
MOL THER;Mol. Ther.;MOLECULAR THERAPY;1525-0016
MOLECULES;Molecules;MOLECULES;1420-3049
MOLLUSCAN RES;Molluscan Res.;MOLLUSCAN RESEARCH;1323-5818
MONATSH CHEM;Mon. Chem.;MONATSHEFTE FUR CHEMIE;0026-9247
MOSC MATH J;Mosc. Math. J.;Moscow Mathematical Journal;1609-3321
MRS BULL;MRS Bull.;MRS BULLETIN;0883-7694
MUCOSAL IMMUNOL;Mucosal Immunol.;Mucosal Immunology;1933-0219
MULTISENS RES;Multisens. Res.;Multisensory Research;2213-4794
MUTAT RES-FUND MOL M;Mutat. Res.-Fundam. Mol. Mech. Mutagen.;MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS;0027-5107
MYCOBIOLOGY;Mycobiology;MYCOBIOLOGY;1229-8093
MYCOLOGIA;Mycologia;MYCOLOGIA;0027-5514
MYCOSES;Mycoses;MYCOSES;0933-7407
NAGOYA J MED SCI;Nagoya J. Med. Sci.;Nagoya Journal of Medical Science;2186-3326
NANO ENERGY;Nano Energy;Nano Energy;2211-2855
NANO LETT;Nano Lett.;NANO LETTERS;1530-6984
NANO RES;Nano Res.;Nano Research;1998-0124
NANOMED-NANOTECHNOL;Nanomed.-Nanotechnol. Biol. Med.;Nanomedicine-Nanotechnology Biology and Medicine;1549-9634
NANOSCALE;Nanoscale;Nanoscale;2040-3364
